2.6000,75.0000
3.0000,64.2857
3.4000,56.2500
3.8000,66.6667
4.2000,60.0000
4.6000,68.1818
5.0000,75.0000
5.4000,57.6923
5.8000,75.0000
6.2000,70.0000
6.6000,75.0000
7.0000,132.3529
7.4000,133.3333
7.8000,134.2105
8.2000,127.5000
8.6000,128.5714
9.0000,129.5455
9.4000,130.4348
9.8000,131.2500
10.2000,132.0000
10.6000,132.6923
11.0000,133.3333
11.4000,133.9286
11.8000,134.4828
12.2000,135.0000
12.6000,135.4839
13.0000,135.9375
13.4000,131.8182
13.8000,132.3529
14.2000,132.8571
14.6000,133.3333
15.0000,133.7838
15.4000,134.2105
15.8000,134.6154
16.2000,135.0000
16.6000,135.3659
17.0000,135.7143
17.4000,136.0465
17.8000,136.3636
18.2000,136.6667
18.6000,136.9565
19.0000,134.0426
19.4000,134.3750
19.8000,134.6939
20.2000,135.0000
20.6000,135.2941
21.0000,135.5769
21.4000,135.8491
21.8000,136.1111
22.2000,136.3636
22.6000,136.6071
23.0000,136.8421
23.4000,137.0690
23.8000,137.2881
24.2000,137.5000
24.6000,137.7049
25.0000,137.9032
25.4000,138.0952
25.8000,135.9375
26.2000,136.1538
26.6000,136.3636
27.0000,136.5672
27.4000,136.7647
27.8000,136.9565
28.2000,137.1429
28.6000,137.3239
29.0000,137.5000
29.4000,137.6712
29.8000,137.8378
30.2000,78.0000
30.6000,136.1842
31.0000,136.3636
31.4000,136.5385
31.8000,136.7089
32.2000,136.8750
32.6000,137.0370
33.0000,137.1951
33.4000,137.3494
33.8000,137.5000
34.2000,137.6471
34.6000,137.7907
35.0000,137.9310
35.4000,136.3636
35.8000,136.5169
36.2000,136.6667
36.6000,136.8132
37.0000,136.9565
37.4000,137.0968
37.8000,137.2340
38.2000,137.3684
38.6000,137.5000
39.0000,137.6289
39.4000,137.7551
39.8000,136.3636
40.2000,136.5000
40.6000,136.6337
41.0000,136.7647
41.4000,136.8932
41.8000,137.0192
42.2000,137.1429
42.6000,137.2642
43.0000,137.3832
43.4000,137.5000
43.8000,137.6147
44.2000,137.7273
44.6000,136.4865
45.0000,136.6071
45.4000,136.7257
45.8000,136.8421
46.2000,136.9565
46.6000,137.0690
47.0000,137.1795
47.4000,137.2881
47.8000,137.3950
48.2000,137.5000
48.6000,137.6033
49.0000,137.7049
49.4000,136.5854
49.8000,136.6935
50.2000,136.8000
50.4000,136.8000
50.6000,136.8000
50.8000,136.8000
51.0000,136.8000
51.2000,136.8000
51.4000,136.8000
51.6000,136.8000
51.8000,136.8000
52.0000,136.8000
52.2000,136.8000
52.4000,136.8000
52.6000,136.8000
52.8000,136.8000
53.0000,136.8000
53.2000,136.8000
53.4000,136.8000
53.6000,136.8000
53.8000,136.8000
54.0000,136.8000
54.2000,136.8000
54.4000,136.8000
54.6000,136.8000
54.8000,136.8000
55.0000,136.8000
55.2000,136.8000
55.4000,138.0000
55.6000,136.8000
55.8000,138.0000
56.0000,136.8000
56.2000,136.8000
56.4000,136.8000
56.6000,136.8000
56.8000,136.8000
57.0000,136.8000
57.2000,136.8000
57.4000,136.8000
57.6000,138.0000
57.8000,136.8000
58.0000,128.4000
58.2000,136.8000
58.4000,128.4000
58.6000,128.4000
58.8000,128.4000
59.0000,128.4000
59.2000,127.2000
59.4000,128.4000
59.6000,128.4000
59.8000,128.4000
60.0000,128.4000
60.2000,128.4000
60.4000,128.4000
60.6000,128.4000
60.8000,128.4000
61.0000,128.4000
61.2000,128.4000
61.4000,128.4000
61.6000,128.4000
61.8000,128.4000
62.0000,127.2000
62.2000,128.4000
62.4000,128.4000
62.6000,128.4000
62.8000,128.4000
63.0000,128.4000
63.2000,128.4000
63.4000,128.4000
63.6000,128.4000
63.8000,128.4000
64.0000,128.4000
64.2000,128.4000
64.4000,128.4000
64.6000,128.4000
64.8000,128.4000
65.0000,128.4000
