10.1000,nan
20.1000,nan
30.1333,nan
40.1667,nan
50.2000,nan
60.2333,nan
70.2667,nan
80.3000,nan
90.3333,nan
100.3667,nan
110.4000,nan
120.4333,nan
130.4667,nan
140.5000,nan
150.5333,nan
160.5667,nan
170.6000,nan
180.6333,nan
