0.4000,163.6364
0.4333,150.0000
0.4667,138.4615
0.5000,128.5714
0.5333,120.0000
0.5667,112.5000
0.6000,105.8824
0.6333,100.0000
0.6667,94.7368
0.7000,90.0000
0.7333,85.7143
0.7667,81.8182
0.8000,78.2609
0.8333,75.0000
0.8667,72.0000
0.9000,69.2308
0.9333,66.6667
0.9667,64.2857
1.0000,62.0690
1.0333,60.0000
1.0667,58.0645
1.1000,56.2500
1.1333,109.0909
1.1667,105.8824
1.2000,102.8571
1.2333,100.0000
1.2667,145.9459
1.3000,142.1053
1.3333,138.4615
1.3667,135.0000
1.4000,87.8049
1.4333,85.7143
1.4667,83.7209
1.5000,81.8182
1.5333,80.0000
1.5667,78.2609
1.6000,76.5957
1.6333,75.0000
1.6667,73.4694
1.7000,72.0000
1.7333,70.5882
1.7667,69.2308
1.8000,67.9245
1.8333,66.6667
1.8667,65.4545
1.9000,64.2857
1.9333,63.1579
1.9667,62.0690
2.0000,61.0169
2.0333,60.0000
2.0667,59.0164
2.1000,58.0645
2.1333,57.1429
2.1667,56.2500
2.2000,55.3846
2.2333,109.0909
2.2667,107.4627
2.3000,105.8824
2.3333,104.3478
2.3667,102.8571
2.4000,101.4085
2.4333,100.0000
2.4667,98.6301
2.5000,97.2973
2.5333,96.0000
2.5667,71.0526
2.6000,70.1299
2.6333,69.2308
2.6667,68.3544
2.7000,67.5000
2.7333,66.6667
2.7667,65.8537
2.8000,65.0602
2.8333,64.2857
2.8667,63.5294
2.9000,62.7907
2.9333,62.0690
2.9667,61.3636
3.0000,60.6742
3.0333,60.0000
3.0667,59.3407
3.1000,58.6957
3.1333,58.0645
3.1667,57.4468
3.2000,56.8421
3.2333,56.2500
3.2667,55.6701
3.3000,55.1020
3.3333,72.7273
3.3667,72.0000
3.4000,71.2871
3.4333,70.5882
3.4667,69.9029
3.5000,69.2308
3.5333,68.5714
3.5667,67.9245
3.6000,67.2897
3.6333,66.6667
3.6667,66.0550
3.7000,65.4545
3.7333,64.8649
3.7667,64.2857
3.8000,63.7168
3.8333,63.1579
3.8667,62.6087
3.9000,62.0690
3.9333,61.5385
3.9667,61.0169
4.0000,60.5042
4.0333,60.0000
4.0667,59.5041
4.1000,59.0164
4.1333,58.5366
4.1667,58.0645
4.2000,57.6000
4.2333,57.1429
4.2667,56.6929
4.3000,56.2500
4.3333,55.8140
4.3667,55.3846
4.4000,68.7023
4.4333,68.1818
4.4667,67.6692
4.5000,67.1642
4.5333,66.6667
4.5667,66.1765
4.6000,65.6934
4.6333,65.2174
4.6667,64.7482
4.7000,64.2857
4.7333,63.8298
4.7667,63.3803
4.8000,62.9371
4.8333,62.5000
4.8667,62.0690
4.9000,61.6438
4.9333,61.2245
4.9667,60.8108
5.0000,60.4027
5.0333,60.0000
5.0667,59.6026
5.1000,59.2105
5.1333,58.8235
5.1667,58.4416
5.2000,58.0645
5.2333,57.6923
5.2667,57.3248
5.3000,56.9620
5.3333,56.6038
5.3667,56.2500
5.4000,55.9006
5.4333,55.5556
5.4667,55.2147
5.5000,65.8537
5.5333,65.4545
5.5667,65.0602
5.6000,64.6707
5.6333,64.2857
5.6667,63.9053
5.7000,63.5294
5.7333,63.1579
5.7667,62.7907
5.8000,62.4277
5.8333,62.0690
5.8667,61.7143
5.9000,61.3636
5.9333,61.0169
5.9667,60.6742
6.0000,60.3352
6.0333,60.0000
6.0667,59.6685
6.1000,59.3407
6.1333,59.0164
6.1667,58.6957
6.2000,58.3784
6.2333,58.0645
6.2667,57.7540
6.3000,57.4468
6.3333,57.1429
6.3667,56.8421
6.4000,56.5445
6.4333,56.2500
6.4667,55.9585
6.5000,55.6701
6.5333,55.3846
6.5667,55.1020
6.6000,63.9594
6.6333,63.6364
6.6667,63.3166
6.7000,63.0000
6.7333,62.6866
6.7667,62.3762
6.8000,62.0690
6.8333,61.7647
6.8667,61.4634
6.9000,61.1650
6.9333,60.8696
6.9667,60.5769
7.0000,60.2871
7.0333,60.0000
7.0667,59.7156
7.1000,59.4340
7.1333,59.1549
7.1667,58.8785
7.2000,58.6047
7.2333,58.3333
7.2667,58.0645
7.3000,57.7982
7.3333,57.5342
7.3667,57.2727
7.4000,57.0136
7.4333,56.7568
7.4667,56.5022
7.5000,56.2500
7.5333,56.0000
7.5667,55.7522
7.6000,55.5066
7.6333,55.2632
7.6667,55.0218
7.7000,62.6087
7.7333,62.3377
7.7667,62.0690
7.8000,61.8026
7.8333,61.5385
7.8667,61.2766
7.9000,61.0169
7.9333,60.7595
7.9667,60.5042
8.0000,60.2510
8.0333,60.0000
8.0667,59.7510
8.1000,59.5041
8.1333,59.2593
8.1667,59.0164
8.2000,58.7755
8.2333,58.5366
8.2667,58.2996
8.3000,58.0645
8.3333,57.8313
8.3667,57.6000
8.4000,57.6000
8.4333,57.6000
8.4667,57.6000
8.5000,57.6000
8.5333,57.6000
8.5667,57.6000
8.6000,57.6000
8.6333,57.6000
8.6667,57.6000
8.7000,57.6000
8.7333,57.6000
8.7667,57.6000
8.8000,57.6000
8.8333,57.6000
8.8667,57.6000
8.9000,57.6000
8.9333,57.6000
8.9667,57.6000
9.0000,57.6000
9.0333,57.6000
9.0667,57.6000
9.1000,57.6000
9.1333,57.6000
9.1667,57.6000
9.2000,57.6000
9.2333,57.6000
9.2667,57.6000
9.3000,57.6000
9.3333,57.6000
9.3667,57.6000
9.4000,57.6000
9.4333,57.6000
9.4667,57.6000
9.5000,57.6000
9.5333,57.6000
9.5667,57.6000
9.6000,57.6000
9.6333,57.6000
9.6667,57.6000
9.7000,79.2000
9.7333,79.2000
9.7667,79.2000
9.8000,79.2000
9.8333,79.2000
9.8667,79.2000
9.9000,79.2000
9.9333,79.2000
9.9667,72.0000
10.0000,72.0000
10.0333,72.0000
10.0667,72.0000
10.1000,64.8000
10.1333,64.8000
10.1667,64.8000
10.2000,64.8000
10.2333,64.8000
10.2667,64.8000
10.3000,64.8000
10.3333,64.8000
10.3667,64.8000
10.4000,64.8000
10.4333,64.8000
10.4667,64.8000
10.5000,64.8000
10.5333,64.8000
10.5667,64.8000
10.6000,64.8000
10.6333,64.8000
10.6667,64.8000
10.7000,64.8000
10.7333,64.8000
